Authors,Author(s) ID,Title,Year,age,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Access Type,Source,EID
"Dunlap, R.E., Jacques, P.J.",7103329527;11939927800;,Climate Change Denial Books and Conservative Think Tanks: Exploring the Connection,2013,4,American Behavioral Scientist,57,6,,699,731,,80,10.1177/0002764213477096,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84877812417&doi=10.1177%2f0002764213477096&partnerID=40&md5=05adcbeeaebad4ba345874e4afda4001,Article,Open Access,Scopus,2-s2.0-84877812417
"Levy II, H., Horowitz, L.W., Schwarzkopf, M.D., Ming, Y., Golaz, J.-C., Naik, V., Ramaswamy, V.",7201665727;7103206141;35514163500;7006306835;6701752471;56244473600;7101975218;,The roles of aerosol direct and indirect effects in past and future climate change,2013,4,Journal of Geophysical Research Atmospheres,118,10,,4521,4532,,80,10.1002/jgrd.50192,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879936647&doi=10.1002%2fjgrd.50192&partnerID=40&md5=1c1e2af93c699f10e6bda452eac8de9c,Article,Open Access,Scopus,2-s2.0-84879936647
"Alsterberg, C., Eklöf, J.S., Gamfeldt, L., Havenhand, J.N., Sundbäck, K.",20733431700;8632276700;8402280300;6603945786;6701730850;,Consumers mediate the effects of experimental ocean acidification and warming on primary producers,2013,4,Proceedings of the National Academy of Sciences of the United States of America,110,21,,8603,8608,,80,10.1073/pnas.1303797110,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878129988&doi=10.1073%2fpnas.1303797110&partnerID=40&md5=76df0adc9358fed8b3290fb249f325ff,Article,Open Access,Scopus,2-s2.0-84878129988
"Blanford, J.I., Blanford, S., Crane, R.G., Mann, M.E., Paaijmans, K.P., Schreiber, K.V., Thomas, M.B.",36499154600;6601979003;7202984972;7202641466;6507367907;7005894298;35612365500;,Implications of temperature variation for malaria parasite development across Africa,2013,4,Scientific Reports,3,,1300,,,,80,10.1038/srep01300,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874340567&doi=10.1038%2fsrep01300&partnerID=40&md5=02d19c78b7ac2e335cbc8d04e1affa2a,Article,Open Access,Scopus,2-s2.0-84874340567
"Ruiz-Benito, P., Lines, E.R., Gómez-Aparicio, L., Zavala, M.A., Coomes, D.A.",37091569100;6508276759;23088112500;7004883651;6603900587;,Patterns and Drivers of Tree Mortality in Iberian Forests: Climatic Effects Are Modified by Competition,2013,4,PLoS ONE,8,2, e56843,,,,80,10.1371/journal.pone.0056843,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874525053&doi=10.1371%2fjournal.pone.0056843&partnerID=40&md5=e8bebb104fd2c8ef89ad711479aec8d3,Article,Open Access,Scopus,2-s2.0-84874525053
"MacMillan, H.A., Williams, C.M., Staples, J.F., Sinclair, B.J.",25958781800;35726143900;7005000777;7103124873;,Reestablishment of ion homeostasis during chill-coma recovery in the cricket Gryllus pennsylvanicus,2012,5,Proceedings of the National Academy of Sciences of the United States of America,109,50,,20750,20755,,80,10.1073/pnas.1212788109,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874426559&doi=10.1073%2fpnas.1212788109&partnerID=40&md5=1a12aec9a2d7156bf9badfc8189722fd,Article,Open Access,Scopus,2-s2.0-84874426559
"Sleeter, B.M., Sohl, T.L., Bouchard, M.A., Reker, R.R., Soulard, C.E., Acevedo, W., Griffith, G.E., Sleeter, R.R., Auch, R.F., Sayler, K.L., Prisley, S., Zhu, Z.",36117194600;6602900697;7102386628;54790038800;35111810600;6603619541;7102928194;55068018600;7801601495;7801506429;6603431161;7404804221;,Scenarios of land use and land cover change in the conterminous United States: Utilizing the special report on emission scenarios at ecoregional scales,2012,5,Global Environmental Change,22,4,,896,914,,80,10.1016/j.gloenvcha.2012.03.008,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866169025&doi=10.1016%2fj.gloenvcha.2012.03.008&partnerID=40&md5=266f3f40f1cc0da0342d9bc3d2794c9d,Article,Open Access,Scopus,2-s2.0-84866169025
"Roberts, D., Boon, R., Diederichs, N., Douwes, E., Govender, N., Mcinnes, A., Mclean, C., O'Donoghue, S., Spires, M.",14325887500;55204628900;6504069931;24823970700;56362347800;55204887700;55205053600;7004194581;55204922300;,"Exploring ecosystem-based adaptation in Durban, South Africa: ""learning-by-doing"" at the local government coal face",2012,5,Environment and Urbanization,24,1,,167,195,,80,10.1177/0956247811431412,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860515011&doi=10.1177%2f0956247811431412&partnerID=40&md5=b1ce424c89e53de1a3d25da2458fed3d,Article,Open Access,Scopus,2-s2.0-84860515011
"Leighton, P.A., Koffi, J.K., Pelcat, Y., Lindsay, L.R., Ogden, N.H.",25029565500;56341048800;6503873676;7006617524;7003408291;,Predicting the speed of tick invasion: An empirical model of range expansion for the Lyme disease vector Ixodes scapularis in Canada,2012,5,Journal of Applied Ecology,49,2,,457,464,,80,10.1111/j.1365-2664.2012.02112.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859160915&doi=10.1111%2fj.1365-2664.2012.02112.x&partnerID=40&md5=ee763ec995f7f4d7daa0219b6094c516,Article,Open Access,Scopus,2-s2.0-84859160915
"Dominguez, F., Rivera, E., Lettenmaier, D.P., Castro, C.L.",8603242500;56108347500;7006616050;8502619500;,Changes in winter precipitation extremes for the western United States under a warmer climate as simulated by regional climate models,2012,5,Geophysical Research Letters,39,5, L05803,,,,80,10.1029/2011GL050762,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857949332&doi=10.1029%2f2011GL050762&partnerID=40&md5=85bdf1f4328b2a90ac9475ba687c9fd5,Article,Open Access,Scopus,2-s2.0-84857949332
"Tompkins, E.L., Eakin, H.",6701726796;9132756500;,Managing private and public adaptation to climate change,2012,5,Global Environmental Change,22,1,,3,11,,80,10.1016/j.gloenvcha.2011.09.010,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84856014118&doi=10.1016%2fj.gloenvcha.2011.09.010&partnerID=40&md5=9d42826462f37c7ece5621e22f9f843f,Article,Open Access,Scopus,2-s2.0-84856014118
"Hamududu, B., Killingtveit, A.",55053365100;6602706284;,Assessing climate change impacts on global hydropower,2012,5,Energies,5,2,,305,322,,80,10.3390/en5020305,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857757828&doi=10.3390%2fen5020305&partnerID=40&md5=b4554d9eb282a18e04d54ab03acd2037,Article,Open Access,Scopus,2-s2.0-84857757828
"Bonfils, C.J.W., Phillips, T.J., Lawrence, D.M., Cameron-Smith, P., Riley, W.J., Subin, Z.M.",16425142900;56985140700;7402207328;9434771700;7101610644;36997411100;,On the influence of shrub height and expansion on northern high latitude climate,2012,5,Environmental Research Letters,7,1,15503,,,,80,10.1088/1748-9326/7/1/015503,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857969800&doi=10.1088%2f1748-9326%2f7%2f1%2f015503&partnerID=40&md5=167d95a846c2b83bbdd4716b2cf161a3,Article,Open Access,Scopus,2-s2.0-84857969800
"Reiss, H., Cunze, H., König, K., Neumann, K., Kröncke, I.",8069752800;54419739200;56271210800;57197408387;55889221000;,Species distribution modelling of marine benthos: A North Sea case study,2011,6,Marine Ecology Progress Series,442,,,71,86,,80,10.3354/meps09391,https://www.scopus.com/inward/record.uri?eid=2-s2.0-82955193290&doi=10.3354%2fmeps09391&partnerID=40&md5=3a37e65146895d76f2dc311597bab2c6,Article,Open Access,Scopus,2-s2.0-82955193290
"Hanna, E., Huybrechts, P., Cappelen, J., Steffen, K., Bales, R.C., Burgess, E., McConnell, J.R., Steffensen, J.P., Van Den Broeke, M., Wake, L., Bigg, G., Griffiths, M., Savas, D.",7005196173;7003553425;8721557100;55407808000;7006524822;25958667600;7203040996;7006468315;7003627515;14833465000;7004076402;54079615400;54080263900;,"Greenland Ice Sheet surface mass balance 1870 to 2010 based on Twentieth Century Reanalysis, and links with global climate forcing",2011,6,Journal of Geophysical Research Atmospheres,116,24, D24121,,,,80,10.1029/2011JD016387,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84855336557&doi=10.1029%2f2011JD016387&partnerID=40&md5=64c044964c6d5a80c097ee111744d5f2,Article,Open Access,Scopus,2-s2.0-84855336557
"Dias, M.P., Granadeiro, J.P., Phillips, R.A., Alonso, H., Catry, P.",12763717600;6603758245;7404241775;25639628000;7003725276;,Breaking the routine: Individual Cory's shearwaters shift winter destinations between hemispheres and across Ocean basins,2011,6,Proceedings of the Royal Society B: Biological Sciences,278,1713,,1786,1793,,80,10.1098/rspb.2010.2114,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955779747&doi=10.1098%2frspb.2010.2114&partnerID=40&md5=c671f4810fc0f93929ac1a5e52654914,Article,Open Access,Scopus,2-s2.0-79955779747
"Tubby, K.V., Webber, J.F.",23475755400;7101660631;,Pests and diseases threatening urban trees under a changing climate,2010,7,Forestry,83,4,,451,459,,80,10.1093/forestry/cpq027,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77957818129&doi=10.1093%2fforestry%2fcpq027&partnerID=40&md5=9a03f37e00733914f368877d4dcb9b58,Article,Open Access,Scopus,2-s2.0-77957818129
"Vyverman, W., Verleyen, E., Wilmotte, A., Hodgson, D.A., Willems, A., Peeters, K., Van de Vijver, B., De Wever, A., Leliaert, F., Sabbe, K.",7003279469;6602548615;6602749321;35553951800;14071924500;35811040500;7003606728;22633690800;6603368264;7004593511;,Evidence for widespread endemism among Antarctic micro-organisms,2010,7,Polar Science,4,2,,103,113,,80,10.1016/j.polar.2010.03.006,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77956433472&doi=10.1016%2fj.polar.2010.03.006&partnerID=40&md5=84ec1d6b5724473532d11efe79e0b4ab,Article,Open Access,Scopus,2-s2.0-77956433472
"Däll, P., Zhang, J.",36089023100;57203378089;,Impact of climate change on freshwater ecosystems: A global-scale analysis of ecologically relevant river flow alterations,2010,7,Hydrology and Earth System Sciences,14,5,,783,799,,80,10.5194/hess-14-783-2010,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77952948450&doi=10.5194%2fhess-14-783-2010&partnerID=40&md5=b6b0a46eb10d98c5021495acf3e05c36,Article,Open Access,Scopus,2-s2.0-77952948450
"Blach-Overgaard, A., Svenning, J.-C., Dransfield, J., Greve, M., Balslev, H.",36760483600;55010991900;7004089407;8734825200;6701731079;,"Determinants of palm species distributions across Africa: The relative roles of climate, non-climatic environmental factors, and spatial constraints",2010,7,Ecography,33,2,,380,391,,80,10.1111/j.1600-0587.2010.06273.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650476805&doi=10.1111%2fj.1600-0587.2010.06273.x&partnerID=40&md5=2ee52e6cd6afeb526a61937446389689,Article,Open Access,Scopus,2-s2.0-78650476805
"Venn, A.A., Tambutté, E., Lotto, S., Zoccola, D., Allemand, D., Tambutté, S.",24172849800;6602773089;8316095600;6603258913;7003604806;6507063305;,Imaging intracellular pH in a reef coral and symbiotic anemone,2009,8,Proceedings of the National Academy of Sciences of the United States of America,106,39,,16574,16579,,80,10.1073/pnas.0902894106,https://www.scopus.com/inward/record.uri?eid=2-s2.0-70349745524&doi=10.1073%2fpnas.0902894106&partnerID=40&md5=c21a979fb40a479748e092eac4f5ec24,Article,Open Access,Scopus,2-s2.0-70349745524
"Seavy, N.E., Gardali, T., Golet, G.H., Griggs, F.T., Howell, C.A., Kelsey, R., Small, S.L., Viers, J.H., Weigand, J.F.",6602553852;6602499067;6602954248;7003665831;15834758300;7005345751;8670119500;6603554412;7003339571;,Why climate change makes riparian restoration more important than ever: Recommendations for practice and research,2009,8,Ecological Restoration,27,3,,330,338,,80,10.3368/er.27.3.330,https://www.scopus.com/inward/record.uri?eid=2-s2.0-68649121428&doi=10.3368%2fer.27.3.330&partnerID=40&md5=7dadae49cae0bf758d0a28b73112f0b1,Article,Open Access,Scopus,2-s2.0-68649121428
"Schneider, D.P., Ammann, C.M., Otto-Bliesner, B.L., Kaufman, D.S.",8083646600;7004498574;6701853567;7402637536;,"Climate response to large, high-latitude and low-latitude volcanic eruptions in the community climate system model",2009,8,Journal of Geophysical Research Atmospheres,114,15, D15101,,,,80,10.1029/2008JD011222,https://www.scopus.com/inward/record.uri?eid=2-s2.0-70350074477&doi=10.1029%2f2008JD011222&partnerID=40&md5=0a84dd36a7adf7b1b68ea70d215ab5a6,Article,Open Access,Scopus,2-s2.0-70350074477
"Milbau, A., Graae, B.J., Shevtsova, A., Nijs, I.",10040306800;6602322872;6602096272;7004702823;,Effects of a warmer climate on seed germination in the subarctic,2009,8,Annals of Botany,104,2,,287,296,,80,10.1093/aob/mcp117,https://www.scopus.com/inward/record.uri?eid=2-s2.0-68349128438&doi=10.1093%2faob%2fmcp117&partnerID=40&md5=0fe7ce489b1e938172e5fd64c8d920a1,Article,Open Access,Scopus,2-s2.0-68349128438
"Hobbs, J.-P.A., Frisch, A.J., Allen, G.R., Van Herwerden, L.",8872807200;8587199400;7402366528;7005055529;,Marine hybrid hotspot at Indo-Pacific biogeographic border,2009,8,Biology Letters,5,2,,258,261,,80,10.1098/rsbl.2008.0561,https://www.scopus.com/inward/record.uri?eid=2-s2.0-65349091338&doi=10.1098%2frsbl.2008.0561&partnerID=40&md5=f7f01e86e6a5c22f710e321468dccbaa,Article,Open Access,Scopus,2-s2.0-65349091338
"Rovito, S.M., Parra-Olea, G., Vásquez-Almazán, C.R., Papenfuss, T.J., Wake, D.B.",6506799742;6603041125;26326564500;6603825063;7005698314;,Dramatic declines in neotropical salamander populations are an important part of the global amphibian crisis,2009,8,Proceedings of the National Academy of Sciences of the United States of America,106,9,,3231,3236,,80,10.1073/pnas.0813051106,https://www.scopus.com/inward/record.uri?eid=2-s2.0-62549143591&doi=10.1073%2fpnas.0813051106&partnerID=40&md5=cdb3874509675691c29cc99bbe35e49b,Article,Open Access,Scopus,2-s2.0-62549143591
"Nelson, K.C., Palmer, M.A., Pizzuto, J.E., Moglen, G.E., Angermeier, P.L., Hilderbrand, R.H., Dettinger, M., Hayhoe, K.",36917490300;7401917107;7006424448;6603793706;7003509768;7003423348;7004651463;6602415577;,Forecasting the combined effects of urbanization and climate change on stream ecosystems: From impacts to management options,2009,8,Journal of Applied Ecology,46,1,,154,163,,80,10.1111/j.1365-2664.2008.01599.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-58249119573&doi=10.1111%2fj.1365-2664.2008.01599.x&partnerID=40&md5=58d44665950b65f458a6242a080328e5,Article,Open Access,Scopus,2-s2.0-58249119573
"Zhou, T., Zhang, L., Li, H.",7402989545;36784202000;56981805100;,Changes in global land monsoon area and total rainfall accumulation over the last half century,2008,9,Geophysical Research Letters,35,16, L16707,,,,80,10.1029/2008GL034881,https://www.scopus.com/inward/record.uri?eid=2-s2.0-56449114243&doi=10.1029%2f2008GL034881&partnerID=40&md5=316f972c88581239591dd5a318c887f6,Article,Open Access,Scopus,2-s2.0-56449114243
"Schiermeier, Q.",25959692900;,Water: Purification with a pinch of salt,2008,9,Nature,452,7185,,260,261,,80,10.1038/452260a,https://www.scopus.com/inward/record.uri?eid=2-s2.0-41149084031&doi=10.1038%2f452260a&partnerID=40&md5=b2ff47f1124952e11aadfded03ad6ad9,Article,Open Access,Scopus,2-s2.0-41149084031
"Zimmerman, A.M., DePaola, A., Bowers, J.C., Krantz, J.A., Nordstrom, J.L., Johnson, C.N., Grimes, D.J.",23476274100;7004618770;35236478900;23492349800;7006831115;8754127700;7202271288;,Variability of total and pathogenic vibrio parahaemolyticus densities in Northern Gulf of Mexico water and oysters,2007,10,Applied and Environmental Microbiology,73,23,,7589,7596,,80,10.1128/AEM.01700-07,https://www.scopus.com/inward/record.uri?eid=2-s2.0-38449106866&doi=10.1128%2fAEM.01700-07&partnerID=40&md5=44d205561d22ad5979fe8db66984f0a9,Article,Open Access,Scopus,2-s2.0-38449106866
"Chen, J.L., Wilson, C.R., Tapley, B.D., Blankenship, D.D., Ivins, E.R.",8116816200;7404896041;35516489800;7007027925;6603022568;,Patagonia Icefield melting observed by Gravity Recovery and Climate Experiment (GRACE),2007,10,Geophysical Research Letters,34,22, L22501,,,,80,10.1029/2007GL031871,https://www.scopus.com/inward/record.uri?eid=2-s2.0-38949111714&doi=10.1029%2f2007GL031871&partnerID=40&md5=a72d7259c1d72c74bc6abadb417b3808,Article,Open Access,Scopus,2-s2.0-38949111714
"Beck, C., Jacobeit, J., Jones, P.D.",36186687300;6602509707;55768583400;,Frequency and within-type variations of large-scale circulation types and their effects on low-frequency climate variability in Central Europe since 1780,2007,10,International Journal of Climatology,27,4,,473,491,,80,10.1002/joc.1410,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34047222442&doi=10.1002%2fjoc.1410&partnerID=40&md5=d4d18b8e618cebaea849bbb18b3a8a5b,Article,Open Access,Scopus,2-s2.0-34047222442
"Hannaford, J., Marsh, T.",8974407600;7101898024;,An assessment of trends in UK runoff and low flows using a network of undisturbed catchments,2006,11,International Journal of Climatology,26,9,,1237,1253,,80,10.1002/joc.1303,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745902522&doi=10.1002%2fjoc.1303&partnerID=40&md5=c10fb2be01ea94362ad2a6995439aff1,Article,Open Access,Scopus,2-s2.0-33745902522
"Walczowski, W., Piechura, J.",7801684868;55960812200;,New evidence of warming propagating toward the Arctic Ocean,2006,11,Geophysical Research Letters,33,12, L12601,,,,80,10.1029/2006GL025872,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33750609344&doi=10.1029%2f2006GL025872&partnerID=40&md5=b3157e75e451238877a8574a5553365b,Article,Open Access,Scopus,2-s2.0-33750609344
"Popp, A., Calvin, K., Fujimori, S., Havlik, P., Humpenöder, F., Stehfest, E., Bodirsky, B.L., Dietrich, J.P., Doelmann, J.C., Gusti, M., Hasegawa, T., Kyle, P., Obersteiner, M., Tabeau, A., Takahashi, K., Valin, H., Waldhoff, S., Weindl, I., Wise, M., Kriegler, E., Lotze-Campen, H., Fricko, O., Riahi, K., Vuuren, D.P.V.",35732066600;26640190700;36971176800;35221567100;55761580300;6507617253;35745670500;57190234803;57192371903;57200527876;26655621500;35221968600;6603640566;12753130300;55741327300;35273829100;6507819469;53064930300;7202820832;55881072300;14321817400;57120021700;6602435618;7003501910;,Land-use futures in the shared socio-economic pathways,2017,0,Global Environmental Change,42,,,331,345,,79,10.1016/j.gloenvcha.2016.10.002,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85005978326&doi=10.1016%2fj.gloenvcha.2016.10.002&partnerID=40&md5=6389f7f9cbfd2b8bc93fe9ebb73c0757,Article,Open Access,Scopus,2-s2.0-85005978326
"Gosling, S.N., Arnell, N.W.",18041940600;7003707266;,A global assessment of the impact of climate change on water scarcity,2016,1,Climatic Change,134,3,,371,385,,79,10.1007/s10584-013-0853-x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84959237433&doi=10.1007%2fs10584-013-0853-x&partnerID=40&md5=e0ea2e18d0455f4446c18839624d7ac2,Article,Open Access,Scopus,2-s2.0-84959237433
"Stott, P.A., Christidis, N., Otto, F.E.L., Sun, Y., Vanderlinden, J.-P., van Oldenborgh, G.J., Vautard, R., von Storch, H., Walton, P., Yiou, P., Zwiers, F.W.",22836973600;23007591800;55278121100;55737749900;6701819099;6701843355;56253852700;7004512139;55871552200;57203260074;7004861251;,Attribution of extreme weather and climate-related events,2016,1,Wiley Interdisciplinary Reviews: Climate Change,7,1,,23,41,,79,10.1002/wcc.380,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84957724963&doi=10.1002%2fwcc.380&partnerID=40&md5=6a9bb43aeaadaa4b8d26fe03d397dff4,Article,Open Access,Scopus,2-s2.0-84957724963
"Massey, N., Jones, R., Otto, F.E.L., Aina, T., Wilson, S., Murphy, J.M., Hassell, D., Yamazaki, Y.H., Allen, M.R.",14421382400;55722586400;55278121100;6603415703;14619883300;55678879300;26664554200;57199962734;7404105326;,weather@home-development and validation of a very large ensemble modelling system for probabilistic event attribution,2015,2,Quarterly Journal of the Royal Meteorological Society,141,690,,1528,1545,,79,10.1002/qj.2455,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939451069&doi=10.1002%2fqj.2455&partnerID=40&md5=e2fcab5fb2d6df995ed6f696e3bd6378,Article,Open Access,Scopus,2-s2.0-84939451069
"Ridley, D.A., Solomon, S., Barnes, J.E., Burlakov, V.D., Deshler, T., Dolgii, S.I., Herber, A.B., Nagai, T., Neely, R.R., Nevzorov, A.V., Ritter, C., Sakai, T., Santer, B.D., Sato, M., Schmidt, A., Uchino, O., Vernier, J.P.",7102795549;54780544900;7402287860;7005907292;7005126327;8598171600;6701313597;57201282288;26533129200;7004203090;35734944400;7404830554;7004222705;7405727977;49261186800;7004065709;35768617200;,Total volcanic stratospheric aerosol optical depths and implications for global climate change,2014,3,Geophysical Research Letters,41,22,,7763,7769,,79,10.1002/2014GL061541,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923114884&doi=10.1002%2f2014GL061541&partnerID=40&md5=328b042bc2745daee726a0452cda5f8a,Article,Open Access,Scopus,2-s2.0-84923114884
"Strauss, J., Schirrmeister, L., Grosse, G., Wetterich, S., Ulrich, M., Herzschuh, U., Hubberten, H.-W.",55212832000;6603118938;7101977707;24072495000;26327103200;8613967400;7003559002;,The deep permafrost carbon pool of the Yedoma region in Siberia and Alaska,2013,4,Geophysical Research Letters,40,23,,6165,6170,,79,10.1002/2013GL058088,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84889578752&doi=10.1002%2f2013GL058088&partnerID=40&md5=c7c3dead1f9645aeb3512797c4a11603,Article,Open Access,Scopus,2-s2.0-84889578752
"Wilcke, R.A.I., Mendlik, T., Gobiet, A.",55894927900;6507559770;57203155960;,Multi-variable error correction of regional climate models,2013,4,Climatic Change,120,4,,871,887,,79,10.1007/s10584-013-0845-x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84884699956&doi=10.1007%2fs10584-013-0845-x&partnerID=40&md5=50ce154392cb1294626c5b236d2375bc,Article,Open Access,Scopus,2-s2.0-84884699956
"Jones, A., Haywood, J.M., Alterskjær, K., Boucher, O., Cole, J.N.S., Curry, C.L., Irvine, P.J., Ji, D., Kravitz, B., Egill Kristjánsson, J., Moore, J.C., Niemeier, U., Robock, A., Schmidt, H., Singh, B., Tilmes, S., Watanabe, S., Yoon, J.-H.",7407104838;7102805852;36600036800;57203200427;8397494800;7101672097;35975039100;37037519900;35096299800;55893186300;57203486646;6506373162;7004299063;7404732357;55544607500;55893823700;9249627300;55317177900;,The impact of abrupt suspension of solar radiation management (termination effect) in experiment G2 of the Geoengineering Model Intercomparison Project (GeoMIP),2013,4,Journal of Geophysical Research Atmospheres,118,17,,9743,9752,,79,10.1002/jgrd.50762,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84886017321&doi=10.1002%2fjgrd.50762&partnerID=40&md5=1dd9e55ed0fa13f57f9a8b0fdff333ba,Article,Open Access,Scopus,2-s2.0-84886017321
"Hao, Z., Aghakouchak, A., Phillips, T.J.",34167772600;30267501800;56985140700;,Changes in concurrent monthly precipitation and temperature extremes,2013,4,Environmental Research Letters,8,3,34014,,,,79,10.1088/1748-9326/8/3/034014,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885635276&doi=10.1088%2f1748-9326%2f8%2f3%2f034014&partnerID=40&md5=6e0266e2104254be8db2f034986da199,Article,Open Access,Scopus,2-s2.0-84885635276
"McKinney, A.M., Caradonna, P.J., Inouye, D.W., Barr, B., Bertelsen, C.D., Waser, N.M., Irwin, R.E.",55620363900;55292697900;7003427123;21735929300;26435138600;35611671400;7201975364;,Asynchronous changes in phenology of migrating Broad-tailed Hummingbirds and their early-season nectar resources,2012,5,Ecology,93,9,,1987,1993,,79,10.1890/12-0255.1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866943422&doi=10.1890%2f12-0255.1&partnerID=40&md5=3ca90005cba53b84b52a595e03fbef1b,Article,Open Access,Scopus,2-s2.0-84866943422
"Jones, J.A., Creed, I.F., Hatcher, K.L., Warren, R.J., Adams, M.B., Benson, M.H., Boose, E., Brown, W.A., Campbell, J.L., Covich, A., Clow, D.W., Dahm, C.N., Elder, K., Ford, C.R., Grimm, N.B., Henshaw, D.L., Larson, K.L., Miles, E.S., Miles, K.M., Sebestyen, S.D., Spargo, A.T., Stone, A.B., Vose, J.M., Williams, M.W.",57201059289;6602187075;55194561300;35619621600;7403905308;36486148500;6603614747;55196007100;7404876040;6603823042;7005764179;7005573738;35616329600;7202669639;7003929642;24399085300;7102155246;55657006200;55194125900;7801641455;55194668600;35227969800;7102395245;56537420600;,Ecosystem processes and human influences regulate streamflow response to climate change at long-term ecological research sites,2012,5,BioScience,62,4,,390,404,,79,10.1525/bio.2012.62.4.10,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860150038&doi=10.1525%2fbio.2012.62.4.10&partnerID=40&md5=2cdd2b50d35de5f6407ee8f4e69c505b,Article,Open Access,Scopus,2-s2.0-84860150038
"Butzer, K.W., Endfield, G.H.",6701535352;6602490268;,Critical perspectives on historical collapse,2012,5,Proceedings of the National Academy of Sciences of the United States of America,109,10,,3628,3631,,79,10.1073/pnas.1114772109,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857934105&doi=10.1073%2fpnas.1114772109&partnerID=40&md5=8db516279b6c8f0a81a3fe02d25a3fa7,Article,Open Access,Scopus,2-s2.0-84857934105
"Nevo, E., Fu, Y.-B., Pavlicek, T., Khalifa, S., Tavasi, M., Beiles, A.",56234012400;7404433777;7003538295;55052223100;6507577940;7004243963;,Evolution of wild cereals during 28 years of global warming in Israel,2012,5,Proceedings of the National Academy of Sciences of the United States of America,109,9,,3412,3415,,79,10.1073/pnas.1121411109,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857404943&doi=10.1073%2fpnas.1121411109&partnerID=40&md5=fcdcb04ea6aa49b711a988e7d601c869,Article,Open Access,Scopus,2-s2.0-84857404943
"Nagendra, H., Ostrom, E.",7004289210;7003733473;,Polycentric governance of multifunctional forested landscapes,2012,5,International Journal of the Commons,6,2,,104,133,,79,10.18352/ijc.321,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865626570&doi=10.18352%2fijc.321&partnerID=40&md5=b4ebd57c2643c3842a1a8add916e1847,Article,Open Access,Scopus,2-s2.0-84865626570
"Beguería, S., Angulo-Martínez, M., Vicente-Serrano, S.M., López-Moreno, J.I., El-Kenawy, A.",12243720000;26022888900;6603647965;9234412200;25930732800;,Assessing trends in extreme precipitation events intensity and magnitude using non-stationary peaks-over-threshold analysis: A case study in northeast Spain from 1930 to 2006,2011,6,International Journal of Climatology,31,14,,2102,2114,,79,10.1002/joc.2218,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80054991876&doi=10.1002%2fjoc.2218&partnerID=40&md5=82616a018b0e940a3d283be041898a9a,Article,Open Access,Scopus,2-s2.0-80054991876
"Sinha, A., Berkelhammer, M., Stott, L., Mudelsee, M., Cheng, H., Biswas, J.",56842098600;26428693200;7004741756;6701836989;7404285341;24779632000;,The leading mode of Indian Summer Monsoon precipitation variability during the last millennium,2011,6,Geophysical Research Letters,38,15, L15703,,,,79,10.1029/2011GL047713,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80051493683&doi=10.1029%2f2011GL047713&partnerID=40&md5=8edd0631280ff41dcf4654297040c3d8,Article,Open Access,Scopus,2-s2.0-80051493683
